codigo,descricao,gtin,preco,estoque
542360,TALCO PES DI HELEN HOMEM 100G,7896363325170,14.99,0
542869,TALCO VINI LADY 100G PES,7897984711854,12.99,2000
549515,TALCO PES REXONA 100G SPORT,7791293040394,12.9,0
549523,TALCO PES REXONA 100G ORIGINAL,7791293027777,12.9,9000
549524,TALCO PES REXONA 100G WOMEN,7791293040400,12.9,6000
551492,TALCO PES NEE 100G,7898643690107,9.9,13000
553264,TALCO JOHNSONS BABY 100G ORIG,7702031244646,37.9,3000
554882,TALCO HERBISSIMO 100G FRESH,7896049524705,19.9,7000
554883,TALCO HERBISSIMO 100G SENSITIVE,7896049524712,19.9,12000
554901,TALCO INF DANADINHOS 160G,7896049501218,9.9,1000
554902,SAB DANADINHOS 80G ALOE CARE,7896049501317,3.99,0
554919,TALCO TENIS SEC 100G TEEN,7896049540040,11.9,3000
554921,OLEO HERBISSIMO BABY 130ML,7896049501102,13.9,14000
554972,TALCO HERBISSIMO PES 80G,7896049524729,9.9,6000
555915,TALCO LUKINHA GLICERINADO 160G,7896115703850,12.99,8000
556215,TALCO PES REXONA 100G FRESH,7791293035901,12.9,7000
557229,TALCO P CORPO NEE 130G,7898643690121,9.9,3000
561877,TALCO GRANADO 100G ANTI,7896512904089,19.9,5000
562821,TALCO TABU 100G,7896049504714,14.99,3000
563831,TALCO GRANADO 100G FRESH,7896512904324,19.9,1000
563832,TALCO GRANADO 100G SPORT,7896512904126,19.9,6000
567228,TALCO GRANADO 100G PINK,7896512913708,19.9,7000
531616,AGUA MICELAR DI HELLEN 150ML,7896363324517,19.9,1000
533417,AGUA MICELAR VINILADY 140ML,7897984717047,18.9,0
533740,TALCO CORPORAL DIHELLEN 100G ROMANCE,7896363324753,19.9,1000
536818,ICE TEA LIPTON PET 500ML,7892840806835,4.49,0
547633,AGUA MICELAR ISACARE 200ML DETOX,7898551866335,19.9,1000
549940,PINCEL P/ BLUSH TRIM REF 19064,71603124264,49.9,0
550166,AGUA MICELAR ISACARE 200ML ANTISEPTICA,7898551866342,19.9,0
552068,SERUM CBELO VINILADY 28ML,7897984718778,18.9,9000
552249,SERUM UMEC VINILADY CACHO 28ML,7897984718440,18.9,3000
555039,SERUM CAPILAR TRESEMME 170ML,7891150091276,37.9,5000
556716,AGUA MICELAR LOREAL 5EM1 200ML,7899706126335,33.9,0
557748,SERUM CAPILAR TRESEMME 170ML A.FRIZZ,7891150093836,39.9,3000
557749,SERUM CAPILAR TRESEMME 170ML ANTIUMIDADE,7891150100046,39.9,3000
568322,PINCEL PARA TINTURA BELLESA PEQUENO,17898647922638,4.99,0
1190,ENXAG COLGATE 500ML CARVAO CARBON,7509546686615,29.9,0
1213,ENXAG CLOSEUP 35ML,7891150104808,14.99,8000
503496,ENXAG LISTERINE 250ML COOL MINT HORTELA,7891268400014,23.9,5000
512386,ENXAG LISTERINE 500ML ZERO MENTA SUAVE,7891010245245,29.9,9000
512387,ENXAG LISTERINE 250ML ZERO,7891010973902,23.9,16000
518250,ENXAG COLGATE 250ML,7509546679525,16.9,17000
518883,ENXAG COLGATE 500ML,7509546662626,22.9,6000
521425,ENXAG COLGATE LV500 PG350ML PLAX MENTA,7891024131183,21.9,3000
526692,ANTISSEP CEPACOL 250ML,7891058011369,14.9,8000
529331,ENXAG DENTAL CLEAN 300ML PERSONAGENS,7898185411116,22.9,10000
532858,ENXAG INFANTIL 250ML HOT WHEELS,7891055539002,22.99,0
537486,ANTI SEPTICO COLGATE 250ML TARTARO,7891024028704,19.9,7000
542420,ANT BUCAL DENTLIMP 500ML FRESH ICE,7908174100898,12.9,9000
543132,ENXAG COLGATE 500ML ICE FUSION COLD MIN,7891024040690,21.9,5000
544344,ENXAG CLOSE UP 250ML FRESH,7891150071827,15.9,124000
544522,ENXAG CLOSE UP 500ML FRESH,7891150071803,21.9,9000
544633,ENXAG CLOSE UP LV500 PG 350ML,7891150071797,21.9,9000
545635,ENXAG COLGATE LUMINOUS 500ML CARVAO,7509546666983,29.9,0
551190,ENX BUCAL COLGATE PLAX LV 750ML,7509546679617,23.9,0
551690,ENXAG CEPACOL L500 P350ML 551690,7891058016043,19.89,8000
552279,ANTISSEPTICO BUCAL 250ML MENTA,7896714275437,15.9,1000
552282,ENXAG LISTERINE 500ML MELANCIA,7891010256050,29.9,6000
553041,ENXAG LISTERINE 250ML MELANCIA,7891010256043,23.9,13000
553051,CEPACOL CITRUS SEM ALCOOL FR 500ML,7896714292908,19.9,1000
553881,ENXAGUANTE ABOVE 500ML,7899674038739,14.99,0
556233,ENXAG CEPACOL 250ML KIDS,7896714275475,12.9,2000
558050,ENXAG LISTERINE 250ML HORTELA,7891010256746,23.9,5000
558174,ENXAG LISTERINE 250ML ANTITARTARO,7891010256784,23.9,0
1 MERCADO FROZZA E FERNANDES LTDA - MT,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
TABELA DA LISTA DE PREÇO 1 / 1 / 1,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
Estado:  RIO GRANDE DO SUL  Valida até: 11/01/2026,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
559016,ENXAG LISTERINE 1L HORTELA,7891010256760,39.9,0
559537,ENXAG LISTERINE 500ML MINT,7891010256753,29.9,9000
566250,ENXAG LISTERINE L500P350ML COOL MINT HORTELA,7891268400113,29.9,5000
566256,ENXAG LISTERINE 250ML CUIDADO TOTAL,7702035833792,23.9,2000
511462,COTONETE CREMER C/75UN TRAD,7891800350142,4.49,27000
512933,HASTES COTONETES JOHNSON C/150UN,7891010032937,19.98,4000
512934,HASTES COTONETES JOHNSON C/75UN,7891010560737,9.9,56000
513939,COTONETE COTTONBABY POTE LV150 PG100,7896227620069,14.9,4000
522003,HASTES MINIOS C/75UN,7898935462047,6.99,13000
523553,HASTES COTONETES JOHNSON 150UN,7891010560812,17.9,38000
540034,HASTES NATHY C/75UN,7898961775012,2.99,83000
544430,HASTES MILI C/75UN,7896104993552,3.49,14000
546670,HASTES BABY SHARK 75UN,7891800637625,6.99,0
555229,HASTES FLEXIVEIS DENGO C/75UN,7891899085802,2.99,4000
556454,HASTES FLEXIVEIS NATHY 150UN,7898136151542,4.99,0
563431,HASTE COTTONBABY CX 75UN TRAD,7896227620014,4.49,13000
506948,GEL SERGIO PARIS 240G ALGAS,7896298101115,12.99,0
513348,GEL CAB DIHELLEN 240G ADRENALINA,7896363300139,9.98,0
521092,GEL MODELADOR DH COLA 240G,7896363322902,11.98,5000
524699,GEL CAB DIHELLEN 240G DIA DIA,7896363304168,9.98,62000
532043,GEL P/ CABELO VINI LADY 150G COLA,7897984715357,14.9,2000
532044,GEL P/ CABELO VINI LADY 320G,7897984712165,14.9,0
532045,GEL P/ CABELO VINI LADY 220G KIDS,7897984716385,10.98,7000
532355,GEL COLA 5 VINI LADY 320G,7897984713773,19.9,0
534145,GEL CAB BOZZANO 300G,7891350034844,19.9,25000
534506,GEL COLA FOR MEN 230G,7896085871115,17.9,9000
535687,GEL P/ CABELO VINI LADY 220G UNICORNIO,7897984717313,19.9,0
540765,GEL BOZZANO 150G ACAO PROLONG,7891350034875,18.9,4000
543726,GEL FIXADOR CLEAR MEN 300G,7891150075962,26.9,8000
551144,GEL P/ CABELO NEE 280G,7898643690343,13.9,13000
553105,GEL FIXADOR JEAN BRYAN 240G,7896307300072,4.99,127000
554946,FIX CAB AER NUAGE EXTRA FORTE 400ML,7898693156950,26.9,0
555934,GEL FIXADOR 280G,7896298102112,24.9,6000
556715,FIXAD MOUSE KARINA 150ML,7908324407099,49.9,0
562281,GEL SERGIO PARIS 280G NEUTRO,7896298101139,12.99,8000
554988,AGUA MICELAR S PARIS 240ML,7896298100279,21.9,0
1146,MANTEIGA AVIACAO COM SAL TB 200G,7896331100143,18.9,0
503310,MANTEIGA ELEGE 200G C/ SAL,7896079530233,8.99,356000
503363,MANTEIGA ELEGE 200G S/SAL,7896079502544,8.99,239000
504188,MARGARINA VIGOR 500G,7891999011039,11.9,0
512808,BANHA BORRUSSIA 1.5KG,7898939584080,29.99,13000
513344,MARG CLAYBOM 250G C/S 513344,7891515901066,4.49,392000
513345,MARG CLAYBOM 500G,7891515901059,7.99,1
513803,BANHA AURORA 1KG,7891164007010,18.9,2000
514934,MARG DORIANA 500G,7894904571956,6.99,928000
518189,MANTEIGA EXTRA BATAVO 200G S/S,7891097015519,12.9,2000
520585,MARG QUALY 250G AERADA,7893000081628,5.99,1000
521170,MANTEIGA AVIACAO LATA 200G C/SAL,7896331100051,22.9,0
521675,MANTEIGA AVIACAO SEM SAL TB 200G,7896331100136,18.9,0
521836,MARG QUALY 500G SEM SAL,7893000383005,10.9,4
522696,MARGARINA VIGOR 250G,7891999011008,5.99,5000
524987,MARG DORIANA 500G LIGHT,7894904571949,10.9,29000
529032,MANTEIGA FRIMESA PT 200G C/SAL,7896275981945,13.9,45000
529529,MARG CLAYBOM 1KG,7891515410315,14.9,308000
530305,MANTEIGA PRESIDENT TB 200G,3228020355741,14.9,26000
531987,MANTEIGA LAC LELLO POTE 200G,7898194161958,15.9,0
532659,MARG QUALY VITA 500G C/SAL,7891515520632,11.9,102000
534586,MANTEIGA FRIMESA PT 500G C/SAL,7896275960513,33.9,9000
534587,MANTEIGA FRIMESA PT 500G S/SAL,7896275960520,33.9,4000
534602,MANTEIGA PRESIDENT PT 200G,7891097001338,13.9,4000
534814,MANTEIGA FRIMESA PT 200G S/SAL,7896275981952,13.9,37000
536582,MANTEIGA LAC LELO 200G LACTOSE,7898194162412,18.9,0
538745,BANHA ODERICH 360G,7896041106084,13.98,9000
539828,MANTEIGA TIROL TABLETE 200G,7896256605464,12.9,57000
1 MERCADO FROZZA E FERNANDES LTDA - MT,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
TABELA DA LISTA DE PREÇO 1 / 1 / 1,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
Estado:  RIO GRANDE DO SUL  Valida até: 11/01/2026,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
539875,MANTEIGA ST CLARA POTE 200G,7896504305481,16.9,10000
540257,MARG BECEL 500G AZUL C/SAL,7891515555337,14.9,201000
540318,MANTEIGA EXTRA TIROL POTE SEM SAL 200G,7896256601282,12.9,38000
540472,MARG BECEL 250G AZUL C/SAL,7891515555245,7.99,83000
541194,MARG DORIANA 250G S/SAL,7894904577675,5.99,3000
541545,MARG DELICIA CREMOSA 500G S/ SAL,7891080400070,9.98,107000
541742,GORDURA VEG COAMO 500G,7896279601504,16.9,0
544469,MARG QUALY VITA 500G S/SAL,7891515520656,11.9,23000
545058,BANHA SANTA CLARA 1.5KG,7896504302053,25.99,0
545093,BANHA REF RESF SADIA 500G,7891515556914,8.99,2000
546094,MARG DELICATA 500G C/SAL,7894904268726,7.99,248000
546221,MARG DELICATA 1KG,7894904268733,15.9,27000
546559,BANHA BORRUSSIA 900G,7898939584578,27.9,0
547510,MANTEIGA DANONE TB 200G S/ SAL,7891025123132,19.9,1000
550121,MARG DELICIA 500G ALHO CEB,7894904272938,13.9,3000
550122,MARG DELICIA CHEF 250G C/SAL,7894904272921,7.99,43000
550809,MARG DELICATA 250G,7894904284825,4.49,81000
550829,MANT PORTO NOVO 200G,7898969576178,11.99,7000
551066,MARG DELICIA TABLETE C/4UN,7894904281015,12.9,5000
551384,MARG VIGOR 500G S/SAL,7891999010995,11.9,1000
551558,MANTEIGA ST CLARA TB 200G,7896504301223,16.9,15000
551581,MANTEIGA ST CLARA TB 200G ZERO LAC,7896504308666,17.9,0
552104,MANTEIGA ST CLARA POTE 200G LACTOSE,7896504308697,17.9,3000
552137,MANTEIGA TIROL POTE 200G LACTOSE,7896256605457,15.9,2000
552608,BANHA AURORA 450G,7891164007157,9.9,32000
553154,MANT QUALICOCO 200G VEGANA,7896552907828,15.9,1000
553628,MARG BECEL 250G AZUL S/SAL,7891515555269,7.99,4000
553671,MARG BECEL 250G ROXA C/SAL,7891515644499,8.99,94000
553744,MANT GALBANI TABLETE 200G S/SAL,7891097105951,18.9,0
554049,MANTEIGA STEFANELLO TB 200G,7898915579208,12.99,0
554061,MANT GALBANI POTE 200G C/ SAL,7891097105913,19.9,0
554292,MANT GALBANI POTE 200G S/ SAL,7891097105944,19.9,0
554293,MANT GALBANI TABLETE 200G C/SAL,7891097105920,18.9,0
554385,MANTEIGA BOA ESPERANCA 200G C/SAL,7896862002442,17.9,0
554567,MANT ZERO STA CLARA 200G C/S PT,7896504308680,19.9,4000
554938,MANTEIGA DA TERRA KODILAR 200G NATURAL,7896256066364,17.9,0
555556,MANT GRAN MESTRI 200G C/SAL,7898908207514,24.9,0
555557,MANT GRAN MESTRI 200G S/SAL,7898908207521,24.9,0
555558,MANT GRAN MESTRI 200G LACTOSE,7898908207989,19.9,0
555904,MANTEIGA FRIMESA EXTRA C/SAL 200G,7896275984090,16.9,12000
555905,MANTEIGA FRIMESA EXTRA S/SAL 200G,7896275984106,16.9,19000
557489,MARG DELICIA 500G PIMENTA,7894904272976,13.9,20000
557490,MARG DELICIA 500G ERVAS,7894904272952,13.9,9000
557981,MAGR BECEL 250G PROACTIV,7891515562236,16.99,5000
558410,MANTEIGA PRESIDENT TB 200G ZERO,7891097106040,17.9,0
558577,MARG DELICIA 250G SUPREME,7894904271580,6.99,39000
558832,MANTEIGA KIFORMAGGIO 200G,7898064271527,15.9,1000
559968,GORD VEGETAL PRIMOR PCT 500G,7894904271191,13.99,0
560734,MARG BECEL 500G AMARELA C/SAL,7891515555344,14.9,45000
560813,MARG DELICIA CREMOSA 500G C/SAL,7891080145940,9.98,118000
561203,MARG QUALY CREMOSA 250G 561203,7891515537531,6.99,922000
561206,MARG QUALY 500G LIGHT,7893000502888,11.9,22000
561354,MARG CREMOSY 1KG,7891080404887,15.9,49000
561986,MARG QUALY 250G LIGHT,7893000514973,5.99,3000
563516,MARG CREMOSY 250G C/S,7891080404863,4.99,840000
563517,MARG CREMOSY 500G C/S,7891080404870,7.99,200000
563732,BANHA NOBRE 1KG,7891102005948,19.9,2000
565314,MARG DELICIA 250G,7891080400100,4.99,28000
565974,BANHA FRIMESA 1KG,7896275950316,17.9,4000
524185,PETIT DANONINHO DANONE 80G,7891025107392,4.69,37000
528983,IOG CHAMBINHO 320G CHOCOLATE,7891000110430,11.9,44000
536854,PETIT DANONINHO SC 70G P/ LEVAR 536854,7891025110668,5.49,71000
537503,PETIT CHAMBINHO MAXI 480G,7891000103913,17.9,12000
548715,PET SUISSE CHAMBINHO 320G MORANGO 548715,7891000103937,11.9,6000
549120,PETIT FRUTAP BDJ 320G MOR/MACA/BAN,7896862000776,8.99,37000
553160,CREME NUV BATAVO 100G 6G PROTEINA,7891097105654,3.29,34000
554350,DANONINHO BOM DIA 90G MOR/AVEIA,7891025124641,4.98,6000
555523,PETIT BATAVINHO BDJ 320G MORANGO 555523,7891097106903,7.89,19000
557472,DANONINHO BOM DIA 70G MOR/AVEIA,7891025124542,4.99,2000
559021,PETIT SUISSE CAROLINA 320G UVA,7896691104577,6.69,4000
1 MERCADO FROZZA E FERNANDES LTDA - MT,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
TABELA DA LISTA DE PREÇO 1 / 1 / 1,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
Estado:  RIO GRANDE DO SUL  Valida até: 11/01/2026,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
559906,IOG CHAMBINHO 320G BANANA MACA,7898755200232,9.9,10000
561828,PETIT SUISSE PIA 360G MORANGO,7896348840742,7.99,0
563596,PETIT DANONINHO BDJ 320G,7891025109884,12.9,85000
565277,PETIT ELEGE 320G BOB ESPONJA,7891097089527,7.99,553000
566803,PETIT BATAVINHO BDJ 320G MORANGO 566803,7891097000119,8.99,431000
658,QUEIJO PAIOLZINHO KG MINAS,7898206040189,79.9,0
1005,IOG PARMALAT FIT 100G 10G COCO,7891097107443,5.99,0
1011,NESTLE IOGURTE MORANGO ZERO 170G,7898755200348,5.99,0
1012,NESTLE IOGURTE BATIDO ZERO 170G,7898755200379,5.99,5000
1155,IOG PEDACOS TIROL 400G MORANGO,7896294902839,8.9,21000
1402,IOG PEDACOS TIROL 400G COCO,7896294902853,8.9,0
503350,IOG DANONE CORPUS 170G MORANGO,7891025114406,5.99,48000
503708,IOG CAROLINA 160G NATURAL,7896691100678,3.49,0
505675,IOG PIA CREMOSO SC 900G,7896348840148,11.9,14000
505700,IOG DANONE ACTIVIA 900G AVEIA,7891025104476,8.69,111000
509279,IOG NESTLE GF 170G,7891000072974,4.99,70000
509280,IOG NESTLE CP 170G NATURAL INTEGRAL,7891000072950,4.99,5000
509319,IOG NESTLE 170G CEN/LAR/MEL,7891000072998,4.98,12000
511406,IOG PIA ESSENCE GF 800G,7896348842296,13.9,0
511985,IOG FRIMESA BDJ 540G SABORES,7896275970789,6.99,41000
513274,IOG NESTLE GREGO 360G,7891000092453,13.9,39000
513369,IOG BATAVO PEDACOS 450G MORANGO,7891097001260,10.9,448000
513571,IOG BATAVO PEDACOS 450G COCO,7891097010828,10.9,0
513871,IOG BATAVO PEDACOS 450G PES,7891097086311,10.9,117000
516562,IOG FRIMESA TRAD GF 850G F VERM,7896275970765,12.9,36000
519576,IOG INTEG NINHO FRUIT MOR 250G,7891000094396,11.9,8000
520280,IOG PIA ESSENCE 500G MIRTILO,7896348843842,12.9,7000
520281,IOG PIA ESSENCE 500G MORANGO,7896348843828,12.9,14000
520516,IOG FRIMESA CP 165G,7896275960544,2.99,426000
520863,IOG FRIMESA CP 165G CAMADAS,7896275980511,3.79,36000
520890,BEB LACT ELEGE BDJ 510G MORAN/COCO,7891097102004,4.99,2
521197,IOG DANONE GF 170G,7891025101161,4.99,30000
521245,IOG DANONINHO 100G PROFISSOES,7891025106067,4.99,27000
521721,IOG NESTLE NINHO BDJ 540G,7891000103838,9.9,8000
521722,BEB LACT NINHO GF 170G,7891000103852,4.49,30000
522691,IOG VIGOR GREGO 90G,7891999003065,4.79,0
523416,IOG GREGO NESTLE 90G,78936119,4.49,70000
523891,IOG FRIMESA CP 165G ZERO LACTOSE 523891,7896275980658,2.5,118000
523946,IOG FRIMESA GARRAFA 170G TRAD,7896275970529,2.99,150000
523948,IOG FRIMESA ZERO GF 850G SABORES,7896275980078,13.9,13000
523964,IOG FRIMESA SC 1L SABORES,7896275970239,8.99,1000
525151,IOG PIA GURT GF 800G,7896348840919,13.9,8000
525660,LT FERM ACTIVIA PT 170G CAFE MANHA,7891025107163,9.49,24000
525872,IOG PIA BDJ LACTOSE 540G,7896348844313,8.99,13000
525970,IOG BATAVO GREGO POTE 450G,7891097000133,10.9,39000
526159,LT FERM ACTIVIA GF 170G TRAD,7891025109396,5.99,105000
526636,LTE FERM ACTIVIA LIQ GF 800G,7891025109389,17.9,28000
526867,IOG BATAVO CP 170G LR/CEN/MEL,7891097000195,3.99,18000
527906,PETIT DANONINHO SC 70G P/ LEVAR 527906,7891025112983,5.49,118000
527984,IOG NESTLE GF 900G MORANGO,7891000244425,16.9,12000
528060,IOG BATAVO PEDACOS CP 100G,7891097000607,3.49,63000
529492,IOG NESTLE GF 1.250KG 529492,7891000244449,21.9,3000
529602,CHAMYTO GO SC 100G,7891000252819,4.99,48000
533329,IOG NESTLE BDJ 340G,7891000275580,9.9,15000
533348,IOG BATAVO CP 170G NATURAL,7891097101533,3.49,1
533951,IOG NESTLE NINHO GF 850G BANANA E MACA,7891000261002,18.9,18000
533953,IOG NESTLE GF 900G,7891000241417,16.9,13000
533955,IOG NESTLE 850G NESTON MAM/MAC/BAN/CEREAL,7891000260623,18.9,9000
534564,BEB LACT SANTA CLARA GF 1L LACTOSE,7896504306013,9.9,13000
535749,IOG BATAVO GF 110G PATRULHA CANINA,7891097102219,4.99,558000
536273,IOG NESFIT GF 850G FRUTAS VERM,7891000301968,19.9,3000
536275,IOG NESFIT GF 850G MOR/AVEIA/BAUNILHA,7891000298718,19.9,13000
1 MERCADO FROZZA E FERNANDES LTDA - MT,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
TABELA DA LISTA DE PREÇO 1 / 1 / 1,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
Estado:  RIO GRANDE DO SUL  Valida até: 11/01/2026,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
536276,IOG NESFIT GF 170G MOR/AVEIA/BAUN,7891000298671,5.49,6000
536277,IOG NESFIT GF 170G,7891000302002,5.49,13000
537118,IOG MOLICO GF 170G MORANGO,7891000305812,4.99,20000
537214,IOG MOLICO GF 850G MORANGO,7891000305775,17.9,6000
537357,IOG NINHO LANCHEIRINHA 100G,7891000261484,4.89,18000
538543,IOG PIA LACTOSE GF 800G MORANGO,7896348845242,13.9,13000
539182,IOG BATAVO GF 170G MORANGO,7891097102851,3.49,1
539310,IOG BATAVO GF 1150G MORANGO,7891097103384,16.9,122000
539400,IOG VIGOR 100G 3 GRAOS MORANGO,7891999014887,5.99,0
539401,IOG VIGOR 100G 3 GRAOS TRAD,7891999014894,5.99,0
540041,IOG DANONE INTEG CP 160G NATURAL,7891025120230,4.69,41000
540307,IOG TIROL C/FRUTAS 500G MORANGO,7896256603507,9.9,2000
540313,IOG TIROL KON FRUTAS 500G ABAC,7896256603521,9.9,13000
540317,IOG DESN TIROL CP 160G MEL,7896256600520,2.99,20000
540319,BEB LACT TIROL GF 830G MORANGO,7896256603170,7.99,27000
540800,IOG DANONE GF 850G VIT FRUTAS,7891025119852,15.9,18000
540929,IOG DESN TIROL CP 160G LAR/CEN/MEL,7896256601909,2.99,27000
540930,IOG TIROL KON FRUTAS 500G COCO,7896256603620,9.9,12000
541156,IOG TIROL KON FRUTAS 500G PESSEGO,7896256603514,9.9,4000
541303,IOG MOLICO GF 170G BAUNILHA,7891000332269,4.79,2000
541304,IOG MOLICO GF 850G BAUNILHA,7891000332221,17.9,1000
541677,IOG DANONE INTEG CP 160G DESNATADO,7891025120223,4.69,16000
541866,IOG DANONE ACTIMEL 100G ORGIN,7891025113447,5.49,31000
541892,IOG DANONE GF 850G MORANGO,7891025119869,15.9,12000
542017,IOG FRIMESA TRAD GF 850G COCO,7896275980306,12.9,13000
542018,IOG FRIMESA TRAD GF 850G MORANGO,7896275960322,12.9,5000
542155,IOG BATAVO PENSE ZERO GF 1.15KG,7891097103643,15.99,273000
542390,IOG FRIMESA CP ZERO 165G LAR/MAMAO,27896275972473,2.99,216000
542391,IOG FRIMESA CP ZERO 165G AMEIXA,7896275970123,2.99,6000
543037,IOG BIOLAT SC 1L MORANGO,7897903110560,5.99,1000
543460,IOG NESTLE MOLICO BDJ 360G MORANGO,7891000334188,9.9,7000
543462,IOG NESTLE MOLICO BDJ 360G BAUNILHA,7891000334225,9.9,2000
543567,BEB LACT BIOLAT GF 180G COCO,7897903110980,1.79,3000
544091,POLPA DANONE KIDS 510G MORANGO,7891025121640,9.98,30000
544399,SOB TIROL BICAMADAS 130G MORANGO,7896256601626,2.99,46000
544506,IOG BATAVO CP 170G AMEIXA,7891097000201,3.49,14000
544616,IOG PIA CREMOSO BDJ 540G,7896348845426,7.99,0
544781,IOG TIROL GF 170G MORANGO,7896256600865,2.99,15000
545036,IOG VIGOR VIV CP 150G NATURAL,7896625210763,4.49,0
545037,IOG VIGOR VIV CP 150G LAR/CEN/MEL,7896625210725,4.49,0
545038,IOG VIGOR VIV CP 150G AMEIXA,7896625210756,4.49,0
545731,IOG VIGOR VIV CP 150G MEL,7896625210732,4.49,0
545814,IOG VIGOR VIV CP 150G DESNATADO,7896625210749,4.49,0
545933,IOG DANONE CP 160G LAR/CEN/MEL,7891025121251,4.99,5000
545934,IOG ACTIVIA GF LACTOSE 170G MORANGO,7891025117162,5.99,48000
545935,IOG ACTIVIA GF LACTOSE 170G AMEIXA,7891025117131,5.99,58000
546220,IOG GREGO BATAVO 100G MORANGO,7891097000256,3.49,560000
546472,IOG VIGOR GREGO ZERO 100G MORANGO 546472,7896625211159,4.79,0
546625,PETIT CHAMBINHO SC 100G RECREIO,7891000360668,4.49,14000
546641,IOG NESTLE BDJ 510G MOR/FRUTRAS,7891000363256,4.99,1000
546737,IOG NESTON 510G 2 SABORES,7891000360323,9.9,70000
546812,IOG VIGOR GREGO 90G M. BAUN,7896625211098,4.79,0
546813,IOG VIGOR GREGO 90G F AMARELAS,7896625211128,4.79,0
546888,IOG VIGOR GREGO 90GR BLUEBERRY,7896625211104,4.79,0
546889,IOG VIGOR GREGO 90G F. VERM,7896625211111,4.79,0
546890,IOG VIGOR GREGO ZERO 90G TRAD,7896625211166,4.79,14000
547410,LT FERM ACTIVIA BDJ 340G,7891025123156,14.9,24000
547440,IOG DANONE GREGO 90G,7891025123057,4.99,53000
547441,IOG DANONE GREGO BDJ 340G,7891025123354,13.9,18000
547534,IOG NEST GREGO 360G TRAD,7891000360583,13.9,15000
547611,IOG NESFIT GF 850G AMEIXA,7891000371299,19.9,17000
547788,IOG FRIMINHO 170G MACA E BANANA,7896275981235,2.99,15000
547842,IOG VIGOR CONFEITO 140G MOR,7896625210862,7.99,0
547849,BEB LACT VIGOR TODO DIA 510G VITAMINA,7896625211258,7.99,0
548301,IOG BATAVO PENSE ZERO 100G MORANGO,7891097000775,3.49,385000
548641,IOG VIGOR MIX 140G MORCEREAIS CHOC,7896625210855,7.99,0
549061,IOG TIROL ZERO LACTOSE 170G,7896256602050,2.99,0
549100,BEB LACT FRUTAP GF 160G ACAI/BANANA,7896862002367,3.49,0
549103,BEB LACT FRUTAP GF 850G COCO,7896862000424,11.9,8000
549104,BEB LACT FRUTAP GF 850G S FRUTAS,7896862000684,11.9,7000
549105,BEB LACT FRUTAP GF 850G F VERM,7896862000868,10.9,0
549106,BEB LACT FRUTAP GF 850G TRADICIONAL,7896862001018,10.9,0
549107,BEB LACT FRUTAP GF 850G ACAI BAN,7896862002343,11.9,2000
1 MERCADO FROZZA E FERNANDES LTDA - MT,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
TABELA DA LISTA DE PREÇO 1 / 1 / 1,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
Estado:  RIO GRANDE DO SUL  Valida até: 11/01/2026,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
549117,IO ZERO LAC AMEIXA 5 GRAOS 160G,7896862002527,3.79,12000
549118,IOG ZERO LAC MORANGO 160G,7896862002381,3.99,10000
549124,IOG FRUTAP NAT 150G DESNATADO,7896862002763,3.99,38000
549159,IOG FRUTAP NAT 150G INTEGRAL,7896862000431,3.99,8000
549179,IOG NAT NESTLE BDJ 340G TRAD,7891000378175,8.99,3000
549477,BEB LACT FRUTAP GF 850G ACAI MORANGO,7896862002916,10.9,10000
549489,BEB LACT FRUTAP GF 850G AMEIXA,7896862000202,11.9,7000
549507,BEB LACT FRUTAP GF 160G AMEIXA,7896862000165,3.49,0
549591,BEB LACT FRUTAP GF 160G COCO,7896862000417,3.49,0
